name_part1,name_part2,name_fluid1,material_group,name_mold_mat,name_disp_1,wf_disp_1,name_bind1,wf_bind_1,temp_cold,cooling_rate,time_sub,time_sinter_1,temp_sinter_1,vf_total,porosity
TiO2,,water,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1273.0,0.1,0.832
HAP,,water,Ceramic,PTFE,Darvan 811,0.01,PVA,0.01,,0.0,,,1573.0,0.37,0.42
TCP,,water,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.2,0.68
CaSiO3,PCS,water,Ceramic,polytetrafluoroethylene,HydroDisperser,0.02,,,243.0,0.0,,3.0,1623.0,0.15,0.79
Al2O3,CuO,water,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.44
HAP,,water,Ceramic,silicone,,,,,255.0,0.0,24.0,2.0,873.0,0.4251,0.204
Al2O3,,camphene,Ceramic,polyurethane,Perfad9100,0.02,,,291.0,0.0,0.0,4.0,1873.0,0.454,0.1
TCP,,water,Ceramic,polyproplyene,,,PVA,0.04,,0.0,0.0,1.0,873.0,0.24,0.54
HAP,,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,11.0,,2.0,1563.0,0.15,0.6
WO3,,water,Metal,Teflon,,,,,248.0,0.0,,,1023.0,0.225,0.517
YSZ,,water,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,,873.0,0.36,0.184
Al2O3,,water,Ceramic,polymer,Darvan C,0.02,PVA,,203.0,0.0,,2.0,823.0,0.25,0.78
Mullite,,TBA,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.35,0.6
SiC,,water,Ceramic,,,,,,,0.0,,,,0.47,0.044
chitosan,,water,Polymer,PTFE,acetic acid,0.02,,,,1.0,48.0,,,0.03,0.966
HAP,TCP,water,Ceramic,,Dolapix CE 64,0.06,,,77.0,0.0,24.0,4.0,1373.0,0.0734,0.75
HAP,,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,2.0,,2.0,1563.0,0.15,0.78
SiO2,,water,Ceramic,"plastic, noi",,,,,193.0,0.0,12.0,2.0,1573.0,0.05,0.94
Al2O3,SiC,water,Ceramic,epoxy,,,,,77.0,0.0,0.0,1.0,873.0,0.55,0.075
HAP,,water,Ceramic,steel,,,PVA,0.06,255.0,0.0,8.0,,823.0,0.2406,0.4919
Al2O3,,camphene,Ceramic,,Texaphor 963,0.02,,,253.0,0.0,24.0,1.0,873.0,0.2,0.675
Al2O3,,TBA,Ceramic,PMMA,citric acid,0.05,,,,0.0,72.0,2.0,873.0,0.3,0.2
SiO2,,TBA,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.13,0.65
Al2O3,,water,Ceramic,silicone,Darvan C,0.012,Duramax B-1001,0.02,238.0,0.0,,5.0,1923.0,0.525,0.2
HAP,BaTiO3,water,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,,5.0,24.0,,873.0,0.3,0.5
chitosan,TCP,water,Ceramic/Polymer,"plastic, noi",acetic acid,,,,253.0,0.0,6.0,,,0.1468,0.78
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.2,0.7
HAP,Al2O3,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,1.0,,24.0,873.0,0.15,0.7916
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,,0.0,,1.0,973.0,0.15,0.77
Bioglass,,water,Ceramic,,,,,,,0.0,24.0,1.5,2073.0,0.07,0.8275
Ti,,camphene,Metal,,,,,,,,,2.0,1523.0,0.25,0.52
WO3,,water,Metal,Teflon,,,,,243.0,0.0,,,1023.0,0.3,0.353
Al2O3,,water,Ceramic,,SND 6800,0.02,PVA,0.01,,0.0,24.0,2.5,1823.0,0.4,0.3
Al2O3,SiO2,TBA,Ceramic,polyethylene,citric acid,0.014,,,273.0,0.0,,,1773.0,0.1,0.635
HAP,,water,Ceramic,PTFE,Darvan 811,0.01,PVA,0.01,,0.5,,4.0,1573.0,0.25,0.6
Al2O3,ZrO2,TBA,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1673.0,0.2,0.409
Al2O3,chitosan,acetic acid,Ceramic,PTFE,,,,,,1.0,,,,0.27,0.91
Al2O3,,water,Ceramic,PTFE,,,,,193.0,5.0,72.0,0.5,2323.0,0.4,0.32
ZrB2,SiC,camphene,Ceramic,,Dolapix,0.004,,,233.0,0.0,0.0,1.0,873.0,0.48,0.37
YSZ,,water,Ceramic,silicone,,,PVA,0.04,255.0,0.0,24.0,2.0,873.0,0.3297,0.57
chitosan,HAP,water,Polymer,,acetic acid,,,,,0.0,0.0,,,0.09,0.517
Si3N4,Y2O3,water,Ceramic,"metal, NOI",NH4PAA,0.02,,,75.0,0.0,,3.0,873.0,0.2252,0.55
Al2O3,,camphene,Ceramic,polyurethane,Perfad9100,0.02,,,291.0,0.0,0.0,4.0,1873.0,0.508,0.4
YSZ,,water,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,3.0,1173.0,0.2,0.642
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,233.0,0.0,0.0,2.0,1723.0,0.3,0.49
SiC,Al2O3,water,Ceramic,polycarbonate,CMC,0.008,CMC,,263.0,0.0,24.0,2.0,673.0,0.3,0.66
SiO2,kaolinite,water,Ceramic,silicone,,,,,238.0,2.0,0.0,2.0,573.0,0.1628,0.79
HAP,SiO2,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,1.0,,24.0,873.0,0.15,0.7952
gelatin,,water,Polymer,polytetrafluoroethylene,,,,,,1.0,72.0,,,0.0024,0.965
HAP,,water,Ceramic,,Duramax D3005,0.003,gelatin,0.1,,0.0,0.0,1.0,873.0,0.16,0.4366
Al2O3,,water,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,2.0,1273.0,0.321,0.135
HAP,PMMA,water,Ceramic,silicone,,,PVA,0.02,253.0,0.0,24.0,2.0,823.0,0.2406,0.6213
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.05,0.89
Al2O3,,water,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,2.0,1273.0,0.321,0.115
HAP,,water,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.1,0.68
Si3N4,Y2O3,water,Ceramic,graphite,ammonium polymethacrylate anionic dispersant,0.003,,,203.0,0.0,48.0,2.0,873.0,0.25,0.62
HAP,,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,,2.0,873.0,0.15,0.6
HAP,TCP,water,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.46
polysiloxane,,TBA,Polymer,,,,,,238.0,,48.0,4.0,1373.0,0.05,0.948
Y2O3,SiO2,TBA,Ceramic,polyethylene,citric acid,0.01,,,,0.0,12.0,1.0,1053.0,0.1664,0.48
Al2O3,,camphene,Ceramic,,Hypermer KD 4,0.03,PS,0.1,270.0,0.0,24.0,3.0,1723.0,0.1,0.83
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.66
Al2O3,ZrO2,TBA,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1773.0,0.2,0.384
Al2O3,,camphene,Ceramic,,Hypermer KD 4,0.03,,,253.0,,,12.0,316.0,0.2,0.72
Ti,,water,Metal,glass,,,agar,0.002,268.0,0.0,0.0,,1273.0,0.22,0.513
Yb2SiO5,,TBA,Ceramic,,ammonium polymethacrylate anionic dispersant,0.03,PVA,0.01,,0.0,0.0,2.0,873.0,0.15,0.8215
PZT,,camphene,Ceramic,,Hypermer KD 4,0.03,,,293.0,0.0,48.0,2.0,1573.0,0.1,0.82
Si3N4,Y2O3,water,Ceramic,fluorocarbon,NOI,,,,193.0,0.0,24.0,2.0,1973.0,0.2,0.662
LSM,YSZ,water,Ceramic,acrylic,Darvan CN,0.02,PEG,0.01,,1.0,12.0,1.0,873.0,0.23,0.596
Cordierite,,water,Ceramic,"plastic, noi",,,,,223.0,0.0,24.0,2.0,1473.0,0.5,0.88
chitin,,water,Polymer,steel,,,,,253.0,0.0,,,,0.35,0.996
Al2O3,,water,Ceramic,,,,,,,10.0,48.0,,,0.27,0.902
SiO2,kaolinite,water,Ceramic,silicone,,,,,238.0,2.0,0.0,2.0,573.0,0.1628,0.78
WO3,,water,Metal,Teflon,,,,,253.0,0.0,,,1023.0,0.3,0.32
HAP,,water,Ceramic/Polymer,,Darvan C,0.01,PVA,0.01,263.0,0.0,,2.0,1773.0,0.25,0.48
Mullite,,TBA,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.35,0.595
TCP,,water,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.1,0.82
HAP,(Ca10(PO4)6(OH)2),TBA,Ceramic,polyurethane,citric acid,0.01,,,,0.0,0.0,1.0,963.0,0.1,0.75
Al2O3,ZrO2,TBA,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1673.0,0.25,0.331
WO3,,water,Metal,Teflon,,,,,253.0,0.0,,,1023.0,0.225,0.655
HAP,,camphene,Ceramic,"metal, NOI",Texaphor 963,0.06,,,,0.0,20.0,1.0,1493.0,0.1,0.7
Al2O3,chitosan,acetic acid,Ceramic,PTFE,,,,,,10.0,,,,0.27,0.909
TiH2,,camphene,Metal,polyethylene,Hypermer KD 4,0.01,,,306.0,0.0,,2.0,873.0,0.25,0.49
HAP,TCP,water,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.44
Mullite,,TBA,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.25,0.72
YSZ,,water,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,,773.0,0.36,0.248
YSZ,,water,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,,873.0,0.36,0.242
theophylline,starch,water,Pharmaceutical,"plastic, noi",citric acid,0.045,,,235.5,0.0,24.0,,,0.37,0.5
PU,,dioxane,Polymer,,,,,,77.0,0.0,24.0,,,0.09,0.84
HAP,SiO2,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,1.0,,24.0,873.0,0.15,0.7371
Mullite,,TBA,Ceramic,polyethylene,citric acid,0.01,,,,0.0,0.0,2.0,1773.0,0.0659,0.85
Al2O3,,camphene,Ceramic,PTFE,,,,,77.0,0.0,72.0,1.0,1773.0,0.25,0.58
ZTA,,water,Ceramic,PTFE,Dolapix CE 64,0.006,PVA,0.00825,248.0,1.5,12.0,2.0,1873.0,0.175,0.555
Bioglass,,camphene,Ceramic,polytetrafluoroethylene,isostearic acid,0.02,,,,0.0,,1.0,1773.0,0.1,0.5
Al2O3,,water,Ceramic,,Darvan 811,0.03,,,253.0,0.0,24.0,5.0,1873.0,0.23,0.639
HAP,,water,Ceramic,steel,,,PVA,0.02,255.0,0.0,8.0,,823.0,0.2406,0.601
polysiloxane,,TBA,Polymer,,,,,,238.0,,48.0,4.0,1373.0,0.2,0.752
Bioglass,,camphene,Ceramic,polytetrafluoroethylene,isostearic acid,0.02,,,,0.0,,1.0,1773.0,0.1,0.5
YSZ,,TBA,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.03,0.67
kaolinite,,water,Ceramic,,,,sodium silicate,,77.0,0.0,12.0,,,0.1,0.904
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.1,0.75
HAP,BT,water,Ceramic,PDMS,HydroDisper A160,0.01,PVA,,,0.0,36.0,3.0,1373.0,0.4,0.38
Al2O3,chitosan,acetic acid,Ceramic,PTFE,,,,,,1.0,,,,0.27,0.91
HAP,,water,Ceramic,Teflon,Darvan 811,0.01,Aquazol,0.02,,1.0,48.0,4.0,1573.0,0.2,0.751
HAP,,water,Ceramic,polyethylene,SND 6800,0.02,,,,0.0,,2.0,1623.0,0.25,0.78
Mullite,,TBA,Ceramic,,BYK-163,0.05,PVB,0.05,,0.0,12.0,2.0,1973.0,0.25,0.59
HAP,,water,Ceramic,PVC,,,,,253.0,0.0,,3.0,1623.0,0.2,0.55
Al2O3,,water,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,2.0,1873.0,0.315,0.099
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.35,0.62
Mullite,,camphene,Ceramic,polyethylene,,,,,,0.0,24.0,1.0,773.0,0.1131,0.8
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.64
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.05,0.855
Si3N4,Y2O3,water,Ceramic,"metal, NOI",NH4PAA,0.02,,,75.0,0.0,,3.0,873.0,0.2252,0.35
HAP,SiO2,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,1.0,,24.0,873.0,0.15,0.8612
Al2O3,,water,Ceramic,,Darvan 811,0.03,,,263.0,0.0,24.0,5.0,1873.0,0.23,0.639
YSZ,,water,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
Merwinite,,water,Ceramic,polyethylene,Dolapix,0.03,PVA,0.05,238.15,1.0,72.0,1.0,873.0,0.1,0.4941
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.79
Si3N4,,water,Ceramic,polyethylene,,,,,,0.0,,2.0,873.0,0.2,0.726
TiO2,,water,Ceramic,silicone,NH4PAA,0.087,Duramax B-1000,0.03,,0.0,24.0,2.0,1573.0,0.4829,0.16
YSZ,,TBA,Ceramic,,,,PVB,0.005,77.0,0.0,0.0,,873.0,0.15,0.728
PLLA,,DMSO,Polymer,,,,,,223.0,,,,,0.08,0.869
Al2O3,,camphene,Ceramic,polyethylene,Hypermer KD 4,0.03,,,293.0,0.0,,,1673.0,0.1,0.8
CaSiO3,PCS,water,Ceramic,polytetrafluoroethylene,HydroDisperser,0.02,,,243.0,0.0,,3.0,1623.0,0.15,0.83
Mullite,,camphene,Ceramic,polyethylene,Darvan C,0.01,PVB,0.01,77.0,0.0,,,873.0,0.21,0.33
Al2O3,,water,Ceramic,PTFE,,,,,193.0,10.0,72.0,0.5,2323.0,0.4,0.32
HAP,SiO2,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,1.0,,24.0,873.0,0.15,0.8582
Al2O3,,water,Ceramic,PTFE,,,,,193.0,1.0,72.0,0.5,893.0,0.3,0.52
YSZ,,TBA,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.08,0.47
HAP,Al2O3,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,4.0,,24.0,873.0,0.15,0.7838
Bioglass,,camphene,Ceramic,polytetrafluoroethylene,isostearic acid,0.02,,,,0.0,,1.0,1773.0,0.1,0.5
PZT,,camphene,Ceramic,,Hypermer KD 4,0.03,,,293.0,0.0,48.0,2.0,1573.0,0.2,0.6
TiO2,,water,Ceramic,silicone,NH4PAA,0.087,Duramax B-1000,0.03,,0.0,24.0,2.0,1573.0,0.1347,0.68
YSZ,,water,Ceramic,silicone,NH4PAA,0.0065,Duramax B-1000,0.03,,0.0,24.0,,773.0,0.11,0.7
gelatin,,water,Polymer,polytetrafluoroethylene,,,,,,1.0,72.0,,,0.0038,0.948
TCP,,water,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.2,0.68
HAP,SiO2,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,1.0,,24.0,873.0,0.15,0.797
YSZ,,water,Ceramic,,Darvan C,,Duramax B-1001,,,0.0,,0.5,773.0,0.3,0.69
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.35,0.54
Al2O3,,water,Ceramic,,,,,,,1.0,48.0,,,0.27,0.915
HAP,(Ca10(PO4)6(OH)2),TBA,Ceramic,polyurethane,citric acid,0.01,,,,0.0,0.0,1.0,963.0,0.1,0.6
Ag,,water,Metal,"plastic, noi",,,PVA,0.05,77.0,0.0,48.0,,,0.0001,0.959
HAP,,water,Ceramic,polyethylene,SND 6800,0.02,,,,0.0,,2.0,1623.0,0.25,0.88
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1673.0,0.25,0.55
Al2O3,,water,Ceramic,silicone,Kalium polyacrylate Lopon 895,0.02,PVA,,,0.0,,0.5,873.0,0.37,0.5454
HAP,,water,Ceramic,Teflon,Darvan 811,0.01,Aquazol,0.02,,5.0,48.0,4.0,1573.0,0.2,0.707
CaSiO3,PCS,water,Ceramic,polytetrafluoroethylene,HydroDisperser,0.02,,,243.0,0.0,,3.0,1623.0,0.2,0.75
Al2O3,SiC,water,Ceramic,epoxy,,,,,77.0,0.0,0.0,1.0,873.0,0.55,0.055
WO3,,water,Metal,Teflon,,,,,258.0,0.0,,,1023.0,0.2,0.645
YSZ,,TBA,Ceramic,,fish oil,,PVB,,,0.0,,,,0.5,0.89
TiO2,,water,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1623.0,0.1,0.78
Ca3ZrSi2O9,,water,Ceramic,polyethylene,Dolapix P62,0.03,PVA,0.05,,1.0,,1.0,873.0,0.2,0.5844
Al2O3,,water,Ceramic,copper,SND 6800,0.02,PVA,0.01,,0.0,24.0,2.5,1823.0,0.4,0.25
Al2O3,,water,Ceramic,polyurethane,Darvan 7,0.012,PVA,0.01,,6.0,,2.0,1523.0,0.2,0.661
Y2O3,SiO2,TBA,Ceramic,polyethylene,citric acid,0.01,,,,0.0,12.0,1.0,1053.0,0.0788,0.55
PVA,,water,Polymer,polyproplyene,,,,,77.0,0.0,,,,0.0657,0.82
TiO2,,water,Ceramic,silicone,NH4PAA,0.087,Duramax B-1000,0.03,,0.0,24.0,2.0,1573.0,0.1893,0.6
gelatin,,water,Polymer,polytetrafluoroethylene,,,,,,3.0,72.0,,,0.0075,0.99
HAP,,water,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.05,0.85
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.73
HAP,,water,Ceramic,Teflon,Darvan 811,0.01,Aquazol,0.02,,1.0,48.0,4.0,1573.0,0.2,0.732
Al2O3,ZrO2,water,Ceramic,silicone,NH4PAA,0.0065,Duramax B-1000,0.03,,0.0,24.0,,773.0,0.5,0.19
Al2O3,chitosan,acetic acid,Ceramic,PTFE,,,,,,10.0,,,,0.27,0.91
HAP,,water,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,,0.0,24.0,3.0,1523.0,0.2,0.8
Mullite,,TBA,Ceramic,polyurethane,citric acid,0.01,,,,0.0,0.0,1.0,873.0,0.45,0.67
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.1,0.68
HAP,SiO2,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,1.0,,24.0,873.0,0.15,0.3127
HAP,,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,,2.0,1273.0,0.15,0.82
HAP,,water,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1648.0,0.1,0.68
HAP,,water,Ceramic,polyethylene,SND 6800,0.02,,,,0.0,,2.0,1623.0,0.25,0.83
HAP,,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,,2.0,873.0,0.15,0.66
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,,0.0,,1.0,973.0,0.15,0.84
PLLA,,DMSO,Polymer,,,,,,77.0,,,,,0.08,0.873
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.8
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.1,0.74
Al2O3,,water,Ceramic,fluorocarbon,Alon A-6114,,,,223.0,0.0,24.0,,1823.0,0.4,0.458
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.8
SiO2,,TBA,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.1,0.68
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.15,0.6
Al2O3,,water,Ceramic,,Darvan 811,0.03,,,253.0,0.0,24.0,5.0,1873.0,0.23,0.639
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1723.0,0.25,0.55
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.075,0.78
Yb2SiO5,,water,Ceramic,,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,873.0,0.2,0.804
YSZ,,water,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,3.0,1173.0,0.357,0.054
HAP,,water,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.2,0.46
TiO2,,water,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1273.0,0.1,0.837
Si,,water,Ceramic,Polydimethylsiloxane,polyvinyl pyrrolidione,0.02,PVA,0.02,,0.0,24.0,16.5,1673.0,0.2,0.7
Al2O3,,water,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,2.0,1273.0,0.345,0.087
Yb2SiO5,,water,Ceramic,,ammonium polymethacrylate anionic dispersant,0.003,PVA,0.01,77.0,0.0,48.0,2.0,823.0,0.2,0.777
LSM,YSZ,water,Ceramic,acrylic,Darvan CN,0.02,PEG,0.01,,5.0,12.0,1.0,873.0,0.27,0.519
ZTA,,water,Ceramic,PTFE,Dolapix CE 64,0.006,PVA,0.00825,261.0,1.5,12.0,2.0,1873.0,0.175,0.65
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,,0.0,,1.0,973.0,0.15,0.73
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.1,0.73
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,288.0,0.0,24.0,1.0,973.0,0.15,0.74
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.075,0.83
Al2O3,Al2O3,water,Ceramic,,,,,,,10.0,48.0,,,0.27,0.909
HAP,SiO2,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,4.0,,24.0,873.0,0.15,0.8646
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.2,0.58
HAP,,water,Ceramic/Polymer,,Darvan C,0.01,PVA,0.01,263.0,0.0,,2.0,1773.0,0.3,0.43
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1573.0,0.15,0.453
chitin,,water,Polymer,glass,,,PVA,0.012,77.0,0.0,24.0,,,0.0053,0.986
Al2O3,,camphene,Ceramic,polyurethane,Perfad9100,0.02,,,291.0,0.0,0.0,4.0,1873.0,0.508,0.52
Cordierite,,water,Ceramic,"plastic, noi",,,,,223.0,0.0,24.0,2.0,1473.0,0.5,0.93
HAP,,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,72.0,2.0,1073.0,0.15,0.78
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.05,0.88
HAP,,TBA,Ceramic,polyethylene,citric acid,0.01,,,,0.0,,1.0,873.0,0.0734,0.67
HAP,,water,Ceramic/Polymer,PTFE,Darvan 811,0.01,PVA,0.01,,5.0,,3.0,1625.0,0.35,0.6
HAP,,water,Ceramic,,,,,,,0.0,,,,0.25,0.668
Al2O3,,water,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,2.0,1273.0,0.315,0.122
HAP,,water,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,1.0,48.0,2.0,1773.0,0.15,0.7347
polysiloxane,,cyclohexane,Polymer,,,,,,238.0,,48.0,4.0,1373.0,0.05,0.914
Y2O3,SiO2,TBA,Ceramic,polyethylene,citric acid,0.01,,,,0.0,12.0,1.0,1023.0,0.0788,0.72
HAP,,water,Ceramic,PTFE,Darvan 811,0.01,PVA,0.01,,0.5,,4.0,1623.0,0.25,0.56
HAP,,water,Ceramic,PVC,,,,,253.0,0.0,,3.0,1623.0,0.2,0.528
Al2O3,,water,Ceramic,polyvinyl chloride,A6114,,,,,0.0,,2.0,2073.0,0.2,0.573
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.82
HAP,,water,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.1,0.65
HAP,MgO,TBA,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.15,0.58
Mullite,,water,Ceramic,,,,,,253.0,0.0,,4.0,1773.0,0.0402,0.92
Al2O3,,water,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,2.0,1273.0,0.336,0.111
Bioglass,,camphene,Ceramic,polytetrafluoroethylene,isostearic acid,0.02,,,,7.0,,1.0,2073.0,0.1,0.5
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.82
HAP,,TBA,Ceramic,polyethylene,citric acid,0.01,,,,0.0,,1.0,873.0,0.1744,0.57
HAP,,water,Ceramic,,Dolapix CE 64,0.06,,,,0.0,,4.0,1373.0,0.1744,0.15
Al2O3,ZrO2,TBA,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1773.0,0.25,0.294
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,173.0,0.0,0.0,2.0,1723.0,0.3,0.48
Al2O3,,naphthalene,Ceramic,polyurethane,Perfad9100,0.03,,,291.0,0.0,60.0,4.0,1873.0,0.48,0.01
TCP,,water,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.2,0.67
HAP,,water,Ceramic,PDMS,HydroDisper A160,0.01,,,,0.0,24.0,3.0,873.0,0.2,0.81
Ag,,water,Metal,"plastic, noi",,,PVA,0.05,77.0,0.0,48.0,,,0.001,0.959
Al2O3,CuO,water,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.61
Si4Al2O2N6,Al2O3,camphene,Ceramic,polyethylene,HAO Fast 923,0.01,,,273.0,0.0,96.0,3.0,823.0,0.1,0.713
